Permittee,Site Name,Site Address,MCD,County,FID,FIN,Permit,DNR Region,Status
USDA FS Chequamegon National Forest,FR1529 Pit,"T33N,R3W,Sec 12",JUMP RIVER - T,Taylor,,24375,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR163 & FR162 Pit,"T41N,R3W,Sec 32",CHIPPEWA - T,Ashland,,24419,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR164 Ashland Pit,"T42N,R4W,Sec 14",CHIPPEWA - T,Ashland,,24434,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR169 East Fork Pit,"T41N,R3W,Sec 31",CHIPPEWA - T,Ashland,,24433,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR173 Ashland Pit,"T41N,R4W,Sec 19",CHIPPEWA - T,Ashland,,24420,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR173 Sawyer Pit,"T42N,R5W,Sec 36",SPIDER LAKE - T,Sawyer,,24452,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR176 Kelly Lake Pit,"T42N, R5W,Sec 23",SPIDER LAKE - T,Sawyer,,24450,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR1855 Johnson Springs Pit,"T45N,R7W,Sec 22",DRUMMOND - T,Bayfield,,24542,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR194 & FR198 Pit,"T44N,R5W,Sec 11",GRAND VIEW - T,Bayfield,,24504,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR196 Hell Hole Creek Pit,"T44N,R4W,Sec28",MARENGO - T,Ashland,,24432,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR198 Pit,"T44N,R5W,Sec 17",GRAND VIEW - T,Bayfield,,24503,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR204 Pit,"T43N,R5W,Sec 30",NAMAKAGON - T,Bayfield,,24495,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR213 Roger Lake Pit,"T44N,R7W,Sec 10",DRUMMOND - T,Bayfield,,24540,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR219 Pit,"T44N,R8W,Sec 22",DRUMMOND - T,Bayfield,,24541,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR223 Drummond Pit,"T45N,R7W,Sec 32",DRUMMOND - T,Bayfield,,24539,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR224 Anodanta Lake Pit,"T45N,R7W,Sec 16",DRUMMOND - T,Bayfield,,24537,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR229 Pit,"T45N,R8W,Sec 28",DRUMMOND - T,Bayfield,,24538,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR315 Hay Creek Pit,"T41N,R6W,Sec 30",ROUND LAKE - T,Sawyer,,24510,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR334 Lake Five Pit,"T43N,R5W,Sec 27",NAMAKAGON - T,Bayfield,,24496,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR357 Knab Lake Pit,"T43N,R2W,Sec 15",GORDON - T,Ashland,,24430,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR377 Pit,"T44N,R5W,Sec 5",GRAND VIEW - T,Bayfield,,24498,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR378 (1) Pit,"T44N,R5W,Sec 7",GRAND VIEW - T,Bayfield,,24499,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR378 (2) Pit,"T44N,R5W,Sec 7",GRAND VIEW - T,Bayfield,,24500,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR378 (3) Pit,"T44N,R6W,Sec 12",GRAND VIEW - T,Bayfield,,24501,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR384 Pit,"T44N,R5W,Sec 4",GRAND VIEW - T,Bayfield,,24502,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR412 Pit,"T46N,R8W,Sec 11",DELTA - T,Bayfield,,24536,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR500 Pit,"T48N,R6W,Sec 12",WASHBURN - T,Bayfield,,24534,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR506J Pit,"T38N,R2E,Sec 3",WORCESTER - T,Price,,24358,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR557 Pit,"T31N,R3W,Sec 25",FORD - T,Taylor,,24381,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR570 Pit,"T33N,R1W,Sec 19",WESTBORO - T,Taylor,,24376,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR598 Pit,"T31N,R2W,Sec 24",GROVER - T,Taylor,,24386,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR620 Pit,"T40N,R4W,Sec 22",DRAPER - T,Sawyer,,24429,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR622 Lost Land Lake Pit,"T42N,R6W,Sec 21",SPIDER LAKE - T,Sawyer,,24453,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR720 Cranberry 1 Pit,"T40N,R3W,Sec 22",HUNTER - T,Sawyer,,24441,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR720 Cranberry 2 Pit,"T40N,R3W,Sec 23",HUNTER - T,Sawyer,,24443,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,FR851 Pit,"T41N,R3W,Sec 3",CHIPPEWA - T,Ashland,,24426,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Foo Lake FT408 & FR302 Pit,"T41N,R6W,Sec 4",ROUND LAKE - T,Sawyer,,24509,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Gates Lake FR1285 Pit,"T42N,R3W,Sec 36",SHANAGOLDEN - T,Ashland,,24423,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Grant Springs FR517 Pit,"T38N,R3E,Sec 9",EMERY - T,Price,,24361,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Halfway FR1288 Pit,"T42N,R3W,Sec 6",SHANAGOLDEN - T,Ashland,,24422,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Hogsback Ridge Pit,"T39N,R1E,Sec 11",FIFIELD - T,Price,,24369,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Hwy 182 Pit,"T40N,R1E,Sec 14",EISENSTEIN - T,Price,,24308,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Iron River FR353 Pit,"T43N,R3W,Sec 6",GORDON - T,Ashland,,24424,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,John's Creek Pit,"T31N,R2W,Sec 7",GROVER - T,Taylor,,24374,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Jump River Fire Tower Road Pit,"T33N,R2W,Sec 15",WESTBORO - T,Taylor,,24387,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Lenawee FR246 FR423 Pit,"T48N,R7W,Sec 19",BARKSDALE - T,Bayfield,,24545,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Little Pine Creek Pit,"T40N,R4E,Sec 18",FIFIELD - T,Price,,24315,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Little Willow Pit,"T38N,R4E,Sec 24",EMERY - T,Price,,24362,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Log Landing Pit,"TEEN,R2W,Sec 20",WESTBORO - T,Taylor,,24371,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Lost Lake FR571 Pit,"T32N,R1W,Sec 6",MOLITOR - T,Taylor,,24377,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Moose Lake FR174 Pit,"T41N,R5W, Sec 9",ROUND LAKE - T,Sawyer,,24444,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Moose River CTH GG Pit,"T42N,R4W,Sec 33",SHANAGOLDEN - T,Ashland,,24414,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,New Bear Lake FR163,"T40N,R4W,Sec 2",DRAPER - T,Sawyer,,24431,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Newman Springs Pit,"T40N,R2E,Sec 14",EISENSTEIN - T,Price,,24312,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Old Bear FR163 Pit,"T40N,R4W,Sec 2",DRAPER - T,Sawyer,,24427,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Patterson Lake Pit,"T41N,R3E,Sec 6",EISENSTEIN - T,Price,,24313,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Pike Lake FR248 Pit,"T48N,R7W,Sec 10",WASHBURN - T,Bayfield,,24535,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Pine Creek FR161 Pit,"T40N,R3W,Sec 25",DRAPER - T,Sawyer,,24436,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Popple Creek FR507 Pit,"T38N,R2E,Sec 23",WORCESTER - T,Price,,24359,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Riley Creek Pit,"T40N,R3E,Sec 31",FIFIELD - T,Price,,24317,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Rocky Run Pit,"T33N,R1W,Sec 9",WESTBORO - T,Taylor,,24383,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Schmuland Flowage Pit,"T39N,R2E,Sec 33",FIFIELD - T,Price,,24357,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Sieverson Pit,"T39N,R3E,Sec 35",FIFIELD - T,Price,,24367,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,South Moose River CTH GG Pit,"T42N,R4W,Sec 4",CHIPPEWA - T,Ashland,,24415,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Spring Brook FR140 Pit,"T40N,R3E,Sec 20",FIFIELD - T,Price,,24316,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Squaw Creek FR 508 Pit,"T39N,R1E,Sec 36",WORCESTER - T,Price,,24356,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,St Peters FR199C Pit,"T44N,R4W,Sec 5",MARENGO - T,Ashland,,24438,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Stock Farm Bridge FR164 Pit,"T41N,R3W,Sec 14",CHIPPEWA - T,Ashland,,24418,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,TR300 Pit,"T31N,R2W,Sec 6",GROVER - T,Taylor,,24378,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Tracy Creek Pit,"T40N,R1E,Sec 23",EISENSTEIN - T,Price,,24368,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Trout Lake FR164 Pit,"T41N,R6W,Sec 21",ROUND LAKE - T,Sawyer,,24448,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Twin Lakes Pit,"T40N,R3E,Sec 11",FIFIELD - T,Price,,24314,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Ureeka FR394 Pit,"T45N,R8W,Sec 33",DRUMMOND - T,Bayfield,,24544,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Weasel Creek Pit,"T32N,R3W,Sec 1",CLEVELAND - T,Taylor,,24373,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Chequamegon National Forest,Yellow River Pit,"T32N,R2W,Sec 24",GROVER - T,Taylor,,24384,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Diamond Roof Pit,Diamond Roof Pit,T33N R15E S8 SE NE,TOWNSEND - T,Oconto,,24397,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Highway F Pit,Highway F Pit,T33N R16E S12 NW SW,LAKEWOOD - T,Oconto,,24395,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Highway W Pit,Highway W Pit,T31N R16E S7 SW SW,MOUNTAIN - T,Oconto,,24402,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Peek Pit,Peek Pit,T33N R17E S20 SE NW,LAKEWOOD - T,Oconto,,24396,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Sunrise FR2319 Pit,Sunrise FR2319 Pit,T32N R16E S26 NE SE,RIVERVIEW - T,Oconto,,24399,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet NF Wichser Pit,Wichser Pit,T32N R15E S20 NW NW,DOTY - T,Oconto,,24398,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,All Seasons FR2162 Pit,T38N R14E S25 SE SW,ROSS - T,Forest,,24342,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Big Joe FR2749 Pit,T37N R15E S20 NE NW,CASWELL - T,Forest,,24341,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Camp One Pit,T35N R16E S34 NW SW,WABENO - T,Forest,,24256,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Curve Lake Pit,T34N R16E S19 SE NW,WABENO - T,Forest,,24351,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,East Wolf River FR2186 Pit,T37N R18E S35 NW NW,HILES - T,Forest,,24340,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2166 Pit,T38N R13E S36 SW SW,ARGONNE - T,Forest,,24275,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2167 Pit,T39N R14E S28 NW NW,POPPLE RIVER - T,Forest,,24285,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2169 Pit,T39N R14E S1 NW SE,POPPLE RIVER - T,Forest,,24327,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2182 Pit,T39N R13E S21 NWNE,ARGONNE - T,Forest,,24248,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2183 Pit,T38N R13E S27 SE NW,ARGONNE - T,Forest,,24249,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2192A Pit,T41N R12E S1 SW SE,PHELPS - T,Vilas,,24258,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2200A Pit (Rosen Pit),T40N R13E S5 SW NW,ALVIN - T,Forest,,24259,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2397 Pit,T38N R14E S28 NE SW,ROSS - T,Forest,,24328,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2400 Pit,T40N R14E S15 NW NE,ALVIN - T,Forest,,24326,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2430E Pit,T40N R12E S18 SE NE,ALVIN - T,Forest,,24260,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2442 Pit,T40N R16E S9 SE NW,FLORENCE - T,Florence,,24334,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2443A Pit,T40N R15E S12 NW SW,TIPLER - T,Florence,,24330,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2446A Pit,T40N R16E S7 NW NE,FLORENCE - T,Florence,,24331,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2453 Pit,T40N R14E S1 SW NE,ALVIN - T,Forest,,24325,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2457 Pit,T41N R14E S30 SE SE,ALVIN - T,Forest,,24286,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2511 Pit,T40N R13E S25 NW SE,ALVIN - T,Forest,,24250,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2625 Pit,T39N R13E S7 NW SW,ARGONNE - T,Forest,,24261,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2656 Pit,T40N R16E S16 SW NW,FLORENCE - T,Florence,,24335,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2821 Pit,T39N R15E S32 SW NE,LONG LAKE - T,Florence,,24338,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2855 Pit,T40N R16E S20 NE SE,FLORENCE - T,Florence,,24337,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2896 Pit,T40N R16E S16 SE SE,FLORENCE - T,Florence,,24336,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR2989 Pit,T42N R11E S29 SE SE,PHELPS - T,Vilas,,24287,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,FR3747 Pit,T39N R13E S18 NE NE,ARGONNE - T,Forest,,24262,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Ferry Ranch Pit,T34N R15E S26 SE SE,WABENO - T,Forest,,24350,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Goodall Lake Pit,T42N R11E S34 SE SW,PHELPS - T,Vilas,,24263,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Goose Creek FR2367 Pit,T36N R16E S26 SE SE,BLACKWELL - T,Forest,,24343,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Gorge Pit,T41N R14E S30 NW NE,ALVIN - T,Forest,,24288,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Highway 55 Pit,T40 N R15E S23 SENE,ALVIN - T,Forest,,24264,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Highway E Pit,T42N R11E S16 SW SE,PHELPS - T,Vilas,,24268,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Highway K Pit,T41N R11E S4 NW NE,PHELPS - T,Vilas,,24251,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Imogene Lake Pit,T40N R12E S6 SW NW,HILES - T,Forest,,24269,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Indian Camp Pit,T40N R12E S36 NE NE,HILES - T,Forest,,24270,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Island Swamp Pit,T38N R12E S36 NW SW,HILES - T,Forest,,24339,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Joe K. FR2136 Pit,T35N R15E S14 NW NE,BLACKWELL - T,Forest,,24255,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Knapp Pit,T40N R11E S2 SE NE,THREE LAKES - T,Oneida,,24271,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Kufner FR2139 Pit,T35N R15E S27 NW NE,WABENO - T,Forest,,24346,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Laona Pit,T35N R14E S1 SE SE,LAONA - T,Forest,,24254,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Lilipad Lake NW Pit,T40N R15E S16 NW NE,ALVIN - T,Forest,,24289,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Little Long Pit,T34N R14E S19 NW NE,FREEDOM - T,Forest,,24349,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Long Lake Pit,T39N R15E S30 SW SE,LONG LAKE - T,Florence,,24252,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Lost Lake South Pit,T39N R15E S12 SE SE,LONG LAKE - T,Florence,,24290,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Ludington Pit,850 North 8th St.,LAONA - T,Forest,,24347,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
USDA FS Nicolet National Forest,Michigan Creek Pit,T36N R16E S33 NW NW,BLACKWELL - T,Forest,,24344,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
